url,label
https://facebook.com/dashboard,0
https://twitter.com/login,0
https://google-sigin.xyz/password-reset,1
https://facebook-login.org/login/verify,1
https://stackoverflow.com/verify,0
https://stackoverflow.com/login,0
https://amazon-secure.net/account/update,1
https://google.com@appleid-verify.tk/login,1
https://google.com/secure,0
https://linkedin.com/secure,0
https://microsoft.com@paypal-verify.xyz/login,1
https://stackoverflow.com/home,0
https://appleid-verify.tk/verify-now,1
https://amazon.com@netflix-account.cf/login,1
https://apple.com/account,0
https://netflix-account.cf/verify-now,1
https://facebook.com/verify,0
https://whatsapp-web.top/confirm-identity,1
https://amazon.com/secure,0
https://linkedin.com/verify,0
https://amazon.com/dashboard,0
https://facebook.com/login,0
https://microsoft.com/auth,0
https://netflix.com/profile,0
https://amazon-secure.net/account/update,1
https://netflix.com/dashboard,0
http://41.124.26.233/~login/verify,1
https://google-sigin.xyz/signin/confirm,1
https://linkedin.com@whatsapp-web.top/login,1
https://paypal-verify.xyz/account/update,1
https://linkedin.com@paypal-verify.xyz/login,1
https://apple.com/verify,0
https://amazon.com/verify,0
https://netflix-com.paypal-verify.xyz/secure,1
https://instagram-verify.icu/auth/verify,1
http://112.127.192.238/~verify-now,1
https://github.com/verify,0
https://google.com/dashboard,0
https://amazon-secure.net/account/update,1
https://amazon-secure.net/auth/verify,1
http://93.139.152.29/~account/update,1
https://twitter.com/account,0
https://microsoft-update.ml/auth/verify,1
https://amazon.com/verify,0
https://linkedin.com/account,0
https://google.com/dashboard,0
https://twitter.com/profile,0
https://github.com/secure,0
https://instagram-verify.icu/security-check,1
https://amazon.com/settings,0
https://whatsapp-web.top/verify-now,1
https://stackoverflow.com/account,0
https://amazon-secure.net/signin/confirm,1
https://google.com/login,0
https://microsoft-update.ml/verify-now,1
https://apple.com/verify,0
https://linkedin.com/auth,0
https://amazon-secure.net/password-reset,1
https://microsoft.com/login,0
https://bankofamerica-acc.ga/secure/login,1
https://instagram-verify.icu/login/verify,1
https://stackoverflow.com@instagram-verify.icu/login,1
https://netflix-com.google-sigin.xyz/secure,1
https://netflix.com/profile,0
https://twitter.com/verify,0
https://apple.com/secure,0
https://amazon.com/home,0
https://google-sigin.xyz/security-check,1
https://facebook-com.facebook-login.org/secure,1
https://apple-com.netflix-account.cf/secure,1
https://apple.com/profile,0
https://google.com/account,0
http://42.108.53.216/~signin/confirm,1
https://twitter.com/settings,0
https://netflix.com/signin,0
https://twitter.com/verify,0
https://google-sigin.xyz/unlock-account,1
https://apple.com/dashboard,0
https://apple.com/auth,0
https://netflix.com/secure,0
https://stackoverflow.com/login,0
https://facebook-login.org/password-reset,1
https://netflix-account.cf/secure/login,1
https://linkedin.com/settings,0
https://stackoverflow.com/home,0
http://30.58.30.25/~unlock-account,1
https://netflix.com@amazon-secure.net/login,1
https://microsoft-update.ml/auth/verify,1
https://stackoverflow.com/account,0
https://apple.com@microsoft-update.ml/login,1
https://google.com/home,0
https://microsoft-update.ml/auth/verify,1
https://netflix-account.cf/confirm-identity,1
https://stackoverflow.com/auth,0
https://amazon.com/verify,0
http://96.160.5.104/~password-reset,1
https://amazon.com/login,0
https://linkedin-com.appleid-verify.tk/secure,1
https://apple.com/dashboard,0
https://appleid-verify.tk/verify-now,1
https://google.com/login,0
https://amazon.com/home,0
https://microsoft-update.ml/security-check,1
https://twitter.com/dashboard,0
https://netflix-account.cf/auth/verify,1
https://netflix-account.cf/password-reset,1
https://amazon.com/secure,0
https://instagram-verify.icu/signin/confirm,1
http://1.134.43.56/~login/verify,1
https://apple.com/verify,0
http://138.30.249.26/~secure/login,1
https://twitter.com/signin,0
https://appleid-verify.tk/confirm-identity,1
https://linkedin-com.netflix-account.cf/secure,1
http://217.15.16.98/~security-check,1
https://appleid-verify.tk/unlock-account,1
https://facebook.com/settings,0
https://microsoft-com.google-sigin.xyz/secure,1
https://amazon-secure.net/verify-now,1
https://paypal-verify.xyz/auth/verify,1
https://instagram-verify.icu/confirm-identity,1
https://netflix.com/settings,0
https://facebook-login.org/secure/login,1
https://google-sigin.xyz/auth/verify,1
https://instagram-verify.icu/auth/verify,1
https://microsoft.com/home,0
https://netflix.com@appleid-verify.tk/login,1
https://google-sigin.xyz/secure/login,1
https://google.com/account,0
https://linkedin.com/profile,0
https://linkedin.com/verify,0
https://bankofamerica-acc.ga/signin/confirm,1
https://google.com/login,0
https://github.com/login,0
https://github.com/login,0
https://google.com@whatsapp-web.top/login,1
https://netflix.com/login,0
https://paypal-verify.xyz/verify-now,1
https://google.com/signin,0
https://paypal-verify.xyz/signin/confirm,1
https://google.com/login,0
https://amazon.com/signin,0
http://129.252.169.27/~confirm-identity,1
https://facebook.com@instagram-verify.icu/login,1
https://netflix-account.cf/account/update,1
https://netflix.com/verify,0
https://amazon-secure.net/account/update,1
https://microsoft-update.ml/account/update,1
https://amazon-secure.net/confirm-identity,1
https://microsoft.com/profile,0
https://apple.com/auth,0
https://google.com/secure,0
https://whatsapp-web.top/account/update,1
https://netflix.com/signin,0
https://facebook-login.org/auth/verify,1
https://github.com/settings,0
https://facebook.com/signin,0
https://apple.com/settings,0
https://microsoft.com/verify,0
https://instagram-verify.icu/security-check,1
https://twitter.com/profile,0
https://stackoverflow.com/signin,0
https://microsoft-com.netflix-account.cf/secure,1
https://amazon.com/verify,0
https://amazon.com/verify,0
https://linkedin.com/login,0
https://google.com/signin,0
https://paypal-verify.xyz/login/verify,1
https://amazon-secure.net/confirm-identity,1
https://amazon.com/signin,0
https://facebook-com.facebook-login.org/secure,1
https://facebook.com/account,0
https://amazon-secure.net/verify-now,1
https://netflix.com/secure,0
https://apple.com/account,0
https://microsoft-update.ml/account/update,1
https://google-sigin.xyz/signin/confirm,1
https://stackoverflow.com/verify,0
https://appleid-verify.tk/auth/verify,1
https://whatsapp-web.top/signin/confirm,1
https://netflix.com/verify,0
https://apple.com/secure,0
https://microsoft.com/profile,0
https://apple.com/account,0
https://microsoft-update.ml/login/verify,1
https://facebook.com/secure,0
https://microsoft.com/settings,0
https://linkedin.com/home,0
https://paypal-verify.xyz/login/verify,1
https://microsoft.com/verify,0
https://google-sigin.xyz/confirm-identity,1
https://netflix.com/signin,0
https://whatsapp-web.top/verify-now,1
http://82.84.232.249/~signin/confirm,1
https://github.com/settings,0
https://netflix-com.microsoft-update.ml/secure,1
https://google.com/login,0
https://whatsapp-web.top/verify-now,1
https://amazon-secure.net/security-check,1
https://microsoft.com/home,0
https://facebook.com/signin,0
https://google-sigin.xyz/login/verify,1
https://microsoft.com/account,0
https://google-sigin.xyz/account/update,1
https://microsoft-update.ml/security-check,1
https://netflix.com/auth,0
https://twitter.com@paypal-verify.xyz/login,1
https://facebook.com/account,0
https://microsoft-update.ml/confirm-identity,1
https://amazon.com@paypal-verify.xyz/login,1
https://twitter.com/profile,0
https://bankofamerica-acc.ga/security-check,1
http://227.87.247.173/~secure/login,1
https://stackoverflow-com.whatsapp-web.top/secure,1
https://appleid-verify.tk/confirm-identity,1
https://linkedin.com/signin,0
https://microsoft-update.ml/unlock-account,1
https://stackoverflow.com/auth,0
https://microsoft.com@appleid-verify.tk/login,1
https://netflix.com/signin,0
http://41.240.58.142/~unlock-account,1
https://stackoverflow.com/home,0
https://stackoverflow.com/signin,0
https://apple.com/profile,0
https://github-com.bankofamerica-acc.ga/secure,1
https://instagram-verify.icu/signin/confirm,1
https://microsoft.com@bankofamerica-acc.ga/login,1
https://instagram-verify.icu/password-reset,1
https://github.com/signin,0
https://netflix-account.cf/login/verify,1
https://netflix.com/login,0
https://google.com/home,0
https://github.com/settings,0
